Run,age_description,Age,Assay Type,AvgSpotLen,Biomaterial_provider,BioProject,Biorep,BioSample,cell_description,cell_organism,cell,cell_sex,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,datatype_description,datatype,Experiment,GEO_Accession,Instrument,lab_description,lab,labexpid,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,readtype_description,readtype,ReleaseDate,sample_acc,Sample Name,source_name,spikeinpool,SRA Study,strain_description,strain,replicate
SRR453145,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,Stam lab,PRJNA66167,17AWC,SAMN00849385,Kidney,mouse,Kidney,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135161,GSM900194,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20872,GSM900194: CSHL_RnaSeq_Kidney_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5401,3484,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307259,GSM900194,Kidney,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453146,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,Stam lab,PRJNA66167,17AWC,SAMN00849385,Kidney,mouse,Kidney,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135161,GSM900194,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20872,GSM900194: CSHL_RnaSeq_Kidney_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,2855,1534,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307259,GSM900194,Kidney,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453147,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,Stam lab,PRJNA66167,17AWC,SAMN00849385,Kidney,mouse,Kidney,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135161,GSM900194,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20872,GSM900194: CSHL_RnaSeq_Kidney_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6162,3824,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307259,GSM900194,Kidney,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453148,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,Stam lab,PRJNA66167,17AWC,SAMN00849385,Kidney,mouse,Kidney,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135161,GSM900194,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20872,GSM900194: CSHL_RnaSeq_Kidney_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5686,3593,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307259,GSM900194,Kidney,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453149,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,Stam lab,PRJNA66167,17AWC,SAMN00849385,Kidney,mouse,Kidney,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135161,GSM900194,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20872,GSM900194: CSHL_RnaSeq_Kidney_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6070,3512,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307259,GSM900194,Kidney,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453150,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,18AWC,SAMN00849386,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135162,GSM900195,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21042,GSM900195: CSHL_RnaSeq_Liver_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4630,2851,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307260,GSM900195,Liver,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453151,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,18AWC,SAMN00849386,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135162,GSM900195,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21042,GSM900195: CSHL_RnaSeq_Liver_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,2720,1373,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307260,GSM900195,Liver,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453152,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,18AWC,SAMN00849386,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135162,GSM900195,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21042,GSM900195: CSHL_RnaSeq_Liver_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4850,3046,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307260,GSM900195,Liver,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453153,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,18AWC,SAMN00849386,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135162,GSM900195,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21042,GSM900195: CSHL_RnaSeq_Liver_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4187,2547,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307260,GSM900195,Liver,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453154,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,18AWC,SAMN00849386,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135162,GSM900195,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21042,GSM900195: CSHL_RnaSeq_Liver_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3683,1939,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307260,GSM900195,Liver,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453155,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,18AWC,SAMN00849386,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135162,GSM900195,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21042,GSM900195: CSHL_RnaSeq_Liver_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4656,2920,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307260,GSM900195,Liver,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453156,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,15AWC,SAMN00849387,Lung,mouse,Lung,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135163,GSM900196,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20920,GSM900196: CSHL_RnaSeq_Lung_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5412,3165,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307261,GSM900196,Lung,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453157,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,15AWC,SAMN00849387,Lung,mouse,Lung,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135163,GSM900196,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20920,GSM900196: CSHL_RnaSeq_Lung_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5313,3302,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307261,GSM900196,Lung,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453158,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,15AWC,SAMN00849387,Lung,mouse,Lung,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135163,GSM900196,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20920,GSM900196: CSHL_RnaSeq_Lung_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4761,2683,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307261,GSM900196,Lung,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453159,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,15AWC,SAMN00849387,Lung,mouse,Lung,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135163,GSM900196,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20920,GSM900196: CSHL_RnaSeq_Lung_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4738,2871,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307261,GSM900196,Lung,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453160,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1) LICR lab; 2)Stam Lab,PRJNA66167,13AWC,SAMN00849388,Spleen,mouse,Spleen,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135164,GSM900197,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21038,GSM900197: CSHL_RnaSeq_Spleen_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4546,2542,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307262,GSM900197,Spleen,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453161,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1) LICR lab; 2)Stam Lab,PRJNA66167,13AWC,SAMN00849388,Spleen,mouse,Spleen,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135164,GSM900197,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21038,GSM900197: CSHL_RnaSeq_Spleen_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3455,2078,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307262,GSM900197,Spleen,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453163,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1) LICR lab; 2)Stam Lab,PRJNA66167,13AWC,SAMN00849388,Spleen,mouse,Spleen,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135164,GSM900197,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21038,GSM900197: CSHL_RnaSeq_Spleen_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4454,2433,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307262,GSM900197,Spleen,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453164,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1) LICR lab; 2)Stam Lab,PRJNA66167,13AWC,SAMN00849388,Spleen,mouse,Spleen,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135164,GSM900197,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21038,GSM900197: CSHL_RnaSeq_Spleen_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3596,2188,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307262,GSM900197,Spleen,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453165,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1) LICR lab; 2)Stam Lab,PRJNA66167,13AWC,SAMN00849388,Spleen,mouse,Spleen,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135164,GSM900197,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21038,GSM900197: CSHL_RnaSeq_Spleen_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3879,2197,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307262,GSM900197,Spleen,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453166,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,14AWC,SAMN00849389,Colon,mouse,Colon,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135165,GSM900198,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21040,GSM900198: CSHL_RnaSeq_Colon_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4254,2354,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307263,GSM900198,Colon,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453167,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,14AWC,SAMN00849389,Colon,mouse,Colon,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135165,GSM900198,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21040,GSM900198: CSHL_RnaSeq_Colon_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3683,2252,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307263,GSM900198,Colon,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453168,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,14AWC,SAMN00849389,Colon,mouse,Colon,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135165,GSM900198,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21040,GSM900198: CSHL_RnaSeq_Colon_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,1917,1019,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307263,GSM900198,Colon,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453169,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,14AWC,SAMN00849389,Colon,mouse,Colon,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135165,GSM900198,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21040,GSM900198: CSHL_RnaSeq_Colon_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3366,2035,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307263,GSM900198,Colon,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453170,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,14AWC,SAMN00849389,Colon,mouse,Colon,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135165,GSM900198,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21040,GSM900198: CSHL_RnaSeq_Colon_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3395,1880,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307263,GSM900198,Colon,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453171,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,14AWC,SAMN00849389,Colon,mouse,Colon,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135165,GSM900198,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21040,GSM900198: CSHL_RnaSeq_Colon_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3294,1914,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307263,GSM900198,Colon,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453172,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,16AWC,SAMN00849390,Heart,mouse,Heart,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135166,GSM900199,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20870,GSM900199: CSHL_RnaSeq_Heart_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5933,3814,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307264,GSM900199,Heart,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453173,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,16AWC,SAMN00849390,Heart,mouse,Heart,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135166,GSM900199,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20870,GSM900199: CSHL_RnaSeq_Heart_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5406,3646,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307264,GSM900199,Heart,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453174,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,16AWC,SAMN00849390,Heart,mouse,Heart,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135166,GSM900199,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20870,GSM900199: CSHL_RnaSeq_Heart_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6299,3777,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307264,GSM900199,Heart,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453175,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,16AWC,SAMN00849390,Heart,mouse,Heart,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135166,GSM900199,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20870,GSM900199: CSHL_RnaSeq_Heart_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6008,3861,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307264,GSM900199,Heart,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453162,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1) LICR lab; 2)Stam Lab,PRJNA66167,13AWC,SAMN00849388,Spleen,mouse,Spleen,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135164,GSM900197,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21038,GSM900197: CSHL_RnaSeq_Spleen_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3261,1848,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307262,GSM900197,Spleen,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453089,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,22AWC,SAMN00849375,Mammary Gland,mouse,MammaryGland,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135151,GSM900184,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20924,GSM900184: CSHL_RnaSeq_MammaryGland_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5831,3831,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307249,GSM900184,MammaryGland,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR567479,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,CSHL lab,PRJNA66167,"7AWC\,7BWC",SAMN01164131,Frontal Lobe,mouse,FrontalLobe,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186041,GSM1000562,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47081\,LID47082",GSM1000562: CSHL_RnaSeq_FrontalLobe_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,32182,20794,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362206,GSM1000562,FrontalLobe,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567482,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,CSHL lab,PRJNA66167,"30AWC\,30BWC",SAMN01164133,Urinary Bladder,mouse,Bladder,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186043,GSM1000564,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47030\,LID47031",GSM1000564: CSHL_RnaSeq_Bladder_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,32652,22607,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362208,GSM1000564,Bladder,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567484,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,LICR lab,PRJNA66167,"10AWC\,10BWC",SAMN01164134,Placenta,mouse,Placenta,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186044,GSM1000565,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46983\,LID46984",GSM1000565: CSHL_RnaSeq_Placenta_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,47113,30916,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362209,GSM1000565,Placenta,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
